Organism Name,Organism Groups,Strain,BioSample,BioProject,Size(Mb),GC%,Type,Replicons,CDS,Release Date,Genes
"Acizzia uncatoides","Eukaryota;Animals;Insects","","","PRJNA483579",0.014957,27.2515,"mitochondrion","NC_038146.1/MG989217.1",13,"2018-07-31T00:00:00Z",37
"Acleisanthes obtusa","Eukaryota;Plants;Land Plants","","","PRJNA532023",0.154004,36.0075,"chloroplast","NC_041416.1/MH286321.1",86,"2019-04-10T00:00:00Z",132
"Acleris fimbriana","Eukaryota;Animals;Insects","","","PRJNA177310",0.015933,19.0485,"mitochondrion","NC_018754.1/HQ662522.1",13,"2012-10-12T00:00:00Z",13
"Acmaeodera sp. NCS-2009","Eukaryota;Animals;Insects","","","PRJNA42315",0.016217,31.5903,"mitochondrion","NC_013580.1/FJ613420.1",13,"2009-12-04T00:00:00Z",37
"Acnistus arborescens","Eukaryota;Plants;Land Plants","","","PRJNA321890",0.156898,37.6773,"chloroplast","NC_030185.1/KU568472.1",84,"2016-05-19T00:00:00Z",131
"Acnistus arborescens x Iochroma cyaneum","Eukaryota;Plants;Land Plants","","","PRJNA320593",0.156841,37.6796,"chloroplast","NC_030056.1/KU306735.1",83,"2016-05-04T00:00:00Z",131
"Acoelorraphe wrightii","Eukaryota;Plants;Land Plants","","","PRJNA319099",0.158503,37.3135,"plastid","NC_029973.1/KT312941.1",86,"2016-04-20T00:00:00Z",133
"Acomys cahirinus","Eukaryota;Animals;Mammals","","","PRJNA193797",0.016217,40.6055,"mitochondrion","NC_020758.1/JN571155.1",13,"2013-03-25T00:00:00Z",13
"Aconitum angustius","Eukaryota;Plants;Land Plants","","","PRJNA420551",0.156109,38.0497,"chloroplast","NC_036357.1/MF155664.1",82,"2017-12-01T00:00:00Z",128
"Aconitum austrokoreense","Eukaryota;Plants;Land Plants","","","PRJNA348060",0.155682,38.1149,"chloroplast","NC_031410.1/KT820663.1",85,"2016-10-13T00:00:00Z",132
"Aconitum brachypodum","Eukaryota;Plants;Land Plants","","","PRJNA532106",0.155651,38.0942,"chloroplast","NC_041579.1/MH221158.1",85,"2019-04-10T00:00:00Z",131
"Aconitum carmichaelii","Eukaryota;Plants;Land Plants","","","PRJNA339077",0.155737,38.1387,"chloroplast","NC_030761.1/KX347251.1",84,"2016-08-16T00:00:00Z",130
"Aconitum chiisanense","Eukaryota;Plants;Land Plants","","","PRJNA317906",0.155934,38.1039,"chloroplast","NC_029829.1/KT820665.1",85,"2016-04-09T00:00:00Z",132
"Aconitum ciliare","Eukaryota;Plants;Land Plants","","","PRJNA348029",0.155832,38.1359,"chloroplast","NC_031420.1/KT820666.1",85,"2016-10-13T00:00:00Z",132
"Aconitum contortum","Eukaryota;Plants;Land Plants","","","PRJNA483642",0.155653,38.086,"chloroplast","NC_038098.1/MG678803.1",85,"2018-07-31T00:00:00Z",131
"Aconitum coreanum","Eukaryota;Plants;Land Plants","","","PRJNA348064",0.157029,37.9987,"chloroplast","NC_031421.1/KT820667.1",86,"2016-10-13T00:00:00Z",132
"Aconitum delavayi","Eukaryota;Plants;Land Plants","","","PRJNA483584",0.155769,38.0743,"chloroplast","NC_038097.1/MG678802.1",85,"2018-07-31T00:00:00Z",131
"Aconitum episcopale","Eukaryota;Plants;Land Plants","","","PRJNA483641",0.151214,38.3007,"chloroplast","NC_038096.1/MG678801.1",85,"2018-07-31T00:00:00Z",130
"Aconitum finetianum","Eukaryota;Plants;Land Plants","","","PRJNA420531",0.155625,38.0498,"chloroplast","NC_036358.1/MF155665.1",82,"2017-12-01T00:00:00Z",128
"Aconitum hemsleyanum","Eukaryota;Plants;Land Plants","","","PRJNA483600",0.155684,38.0855,"chloroplast","NC_038095.1/MG678800.1",85,"2018-07-31T00:00:00Z",131
"Aconitum kusnezoffii","Eukaryota;Plants;Land Plants","","","PRJNA347999",0.155862,38.1312,"chloroplast","NC_031422.1/KT820671.1",85,"2016-10-13T00:00:00Z",132
"Aconitum longecassidatum","Eukaryota;Plants;Land Plants","","","PRJNA412054",0.155524,38.0571,"chloroplast","NC_035894.1/KY407561.1",87,"2017-09-28T00:00:00Z",132
"Aconitum monanthum","Eukaryota;Plants;Land Plants","","","PRJNA348000",0.155688,38.1115,"chloroplast","NC_031423.1/KT820672.1",85,"2016-10-13T00:00:00Z",132
"Aconitum pseudolaeve","Eukaryota;Plants;Land Plants","","","PRJNA412074",0.155628,38.0478,"chloroplast","NC_035892.1/KY407562.1",87,"2017-09-28T00:00:00Z",132
"Aconitum sinomontanum","Eukaryota;Plants;Land Plants","","","PRJNA420532",0.157215,37.9945,"chloroplast","NC_036359.1/MF155666.1",82,"2017-12-01T00:00:00Z",128
"Aconitum vilmorinianum","Eukaryota;Plants;Land Plants","","","PRJNA483643",0.155761,38.0737,"chloroplast","NC_038094.1/MG678799.1",85,"2018-07-31T00:00:00Z",132
"Acorus americanus","Eukaryota;Plants;Land Plants","","","PRJNA27981",0.153819,38.5934,"chloroplast","NC_010093.1/EU273602.1",84,"2007-12-04T00:00:00Z",132
"Acorus calamus","Eukaryota;Plants;Land Plants","","","PRJNA15689",0.153821,38.5988,"plastid","NC_007407.1/AJ879453.1",84,"2005-09-09T00:00:00Z",130
"Acorus gramineus","Eukaryota;Plants;Land Plants","","","PRJNA274078",0.152849,38.7016,"plastid","NC_026299.1/KP099646.1",84,"2015-02-13T00:00:00Z",131
"Acorus tatarinowii","Eukaryota;Plants;Land Plants","","","PRJNA595201",0.153296,38.6964,"chloroplast","NC_045294.1/MN536753.1",84,"2019-12-12T00:00:00Z",132
"Acosmetura nigrogeniculata","Eukaryota;Animals;Insects","","","PRJNA591506",0.016271,28.812,"mitochondrion","NC_045212.1/MK801775.1",13,"2019-11-25T00:00:00Z",37
"Acraea acerata","Eukaryota;Animals;Insects","","","PRJNA313722",0.015281,20.2932,"mitochondrion","NC_029498.1/KT371360.1",13,"2016-03-01T00:00:00Z",35
"Acraea alcinoe","Eukaryota;Animals;Insects","","","PRJNA313607",0.015729,22.8749,"mitochondrion","NC_029511.1/KT371373.1",13,"2016-03-01T00:00:00Z",35
"Acraea bonasia","Eukaryota;Animals;Insects","","","PRJNA313721",0.01529,21.2361,"mitochondrion","NC_029502.1/KT371364.1",13,"2016-03-01T00:00:00Z",35
"Acraea circeis","Eukaryota;Animals;Insects","","","PRJNA313603",0.015235,22.7831,"mitochondrion","NC_029500.1/KT371362.1",13,"2016-03-01T00:00:00Z",35
"Acraea egina","Eukaryota;Animals;Insects","","","PRJNA313602",0.015405,19.7793,"mitochondrion","NC_029497.1/KT371359.1",13,"2016-03-01T00:00:00Z",35
"Acraea epaea","Eukaryota;Animals;Insects","","","PRJNA313623",0.015712,20.7867,"mitochondrion","NC_029506.1/KT371368.1",13,"2016-03-01T00:00:00Z",35
"Acraea issoria","Eukaryota;Animals;Insects","","","PRJNA42635",0.015245,20.2427,"mitochondrion","NC_013604.1/GQ376195.1",13,"2009-12-14T00:00:00Z",13
"Acraea jodutta","Eukaryota;Animals;Insects","","","PRJNA313642",0.015272,21.8046,"mitochondrion","NC_029496.1/KT371358.1",13,"2016-03-01T00:00:00Z",35
"Acraea kalinzu","Eukaryota;Animals;Insects","","","PRJNA313638",0.01526,23.1979,"mitochondrion","NC_029514.1/KT371376.1",13,"2016-03-01T00:00:00Z",35
"Acraea lycoa","Eukaryota;Animals;Insects","","","PRJNA313601",0.01519,22.2383,"mitochondrion","NC_029508.1/KT371370.1",13,"2016-03-01T00:00:00Z",35
"Acraea parrhasia","Eukaryota;Animals;Insects","","","PRJNA313599",0.015261,22.6001,"mitochondrion","NC_029512.1/KT371374.1",13,"2016-03-01T00:00:00Z",35
"Acraea penelope","Eukaryota;Animals;Insects","","","PRJNA313637",0.015271,23.024,"mitochondrion","NC_029505.1/KT371367.1",13,"2016-03-01T00:00:00Z",35
"Acraea perenna","Eukaryota;Animals;Insects","","","PRJNA313598",0.015315,22.9514,"mitochondrion","NC_029507.1/KT371369.1",13,"2016-03-01T00:00:00Z",35
"Acraea pharsalus","Eukaryota;Animals;Insects","","","PRJNA313597",0.015224,20.98,"mitochondrion","NC_029501.1/KT371363.1",13,"2016-03-01T00:00:00Z",35
"Acraea poggei","Eukaryota;Animals;Insects","","","PRJNA313606",0.015361,19.9987,"mitochondrion","NC_029504.1/KT371366.1",13,"2016-03-01T00:00:00Z",35
"Acraea polis","Eukaryota;Animals;Insects","","","PRJNA313596",0.015254,23.9872,"mitochondrion","NC_029509.1/KT371371.1",13,"2016-03-01T00:00:00Z",35
"Acraea rogersi","Eukaryota;Animals;Insects","","","PRJNA313636",0.015274,19.2222,"mitochondrion","NC_029503.1/KT371365.1",13,"2016-03-01T00:00:00Z",35
"Acraea serena","Eukaryota;Animals;Insects","","","PRJNA313643",0.015258,20.5335,"mitochondrion","NC_029510.1/KT371372.1",13,"2016-03-01T00:00:00Z",35
"Acraea vestalis","Eukaryota;Animals;Insects","","","PRJNA313622",0.01535,20.3388,"mitochondrion","NC_029513.1/KT371375.1",13,"2016-03-01T00:00:00Z",35
"Acraea zetes","Eukaryota;Animals;Insects","","","PRJNA313595",0.015228,18.6696,"mitochondrion","NC_029499.1/KT371361.1",13,"2016-03-01T00:00:00Z",35
"Acrasis kona ATCC MYA-3509","Eukaryota;Protists;Other Protists","","","PRJNA274100",0.051458,16.7496,"mitochondrion","NC_026286.1/KJ679272.1",37,"2015-02-13T00:00:00Z",52
"Acratocnus ye","Eukaryota;Animals;Mammals","","","PRJNA550750",0.015385,43.7699,"mitochondrion","NC_042752.1/MK903494.1",13,"2019-06-25T00:00:00Z",36
"Acreichthys tomentosus","Eukaryota;Animals;Fishes","","","PRJNA33749",0.016446,43.275,"mitochondrion","NC_011950.1/AP009213.1",13,"2009-01-22T00:00:00Z",13
"Acremonium chrysogenum ATCC 11550","Eukaryota;Fungi;Ascomycetes","","","PRJNA232911",0.027266,26.5422,"mitochondrion","NC_023268.1/KF757229.1",17,"2014-01-02T00:00:00Z",45
"Acremonium chrysogenum ATCC 11550","Eukaryota;Fungi;Ascomycetes","ATCC 11550","SAMN02799700","PRJNA248608",0.02731,26.5471,"mitochondrion","MT:JPKY01000541.1",2,"2014-08-15T00:00:00Z",20
"Acremonium fuci 3a34","Eukaryota;Fungi;Ascomycetes","","","PRJNA317899",0.024565,28.7767,"mitochondrion","NC_029851.1/KR864757.1",15,"2016-04-09T00:00:00Z",45
"Acrida cinerea","Eukaryota;Animals;Insects","","","PRJNA61709",0.015599,23.931,"mitochondrion","NC_014887.1/GU344100.1",13,"2011-01-06T00:00:00Z",13
"Acrida willemsei","Eukaryota;Animals;Insects","","","PRJNA32061",0.015601,23.7805,"mitochondrion","NC_011303.1/EU938372.1",13,"2008-09-30T00:00:00Z",35
"Acridotheres cristatellus","Eukaryota;Animals;Birds","","","PRJNA67559",0.01682,47.6576,"mitochondrion","NC_015613.1/JF810423.1",13,"2011-06-01T00:00:00Z",13
"Acridotheres tristis","Eukaryota;Animals;Birds","","","PRJNA63363",0.016822,48.0086,"mitochondrion","NC_015195.1/HQ915864.1",13,"2011-03-03T00:00:00Z",13
"Acrocarpus fraxinifolius","Eukaryota;Plants;Land Plants","","","PRJNA628440",0.160497,36.3184,"plastid","NC_047312.1/MN709791.1",84,"2020-04-26T00:00:00Z",131
"Acrocephalus orientalis","Eukaryota;Animals;Birds","","","PRJNA615425",0.01796,47.2216,"mitochondrion","NC_046418.1/MG681103.1",13,"2020-03-26T00:00:00Z",37
"Acrocephalus scirpaceus","Eukaryota;Animals;Birds","","","PRJNA28237",0.017903,47.9026,"mitochondrion","NC_010227.1/AM889139.1",13,"2008-01-04T00:00:00Z",37
"Acrochaetium secundatum","Eukaryota;Other;Other","","","PRJNA541660",0.192311,31.9509,"plastid","NC_042170.1/MH026107.1",206,"2019-05-12T00:00:00Z",246
"Acrocheilus alutaceus","Eukaryota;Animals;Fishes","","","PRJNA377041",0.016592,44.0574,"mitochondrion","NC_033927.1/AP012086.1",13,"2017-02-27T00:00:00Z",37
"Acrochordus granulatus","Eukaryota;Animals;Reptiles","","","PRJNA15652",0.017604,36.3156,"mitochondrion","NC_007400.1/AB177879.1",13,"2005-09-09T00:00:00Z",13
"Acrocomia aculeata","Eukaryota;Plants;Land Plants","","","PRJNA438329",0.155829,37.5335,"chloroplast","NC_037084.1/MG020488.1",86,"2018-03-14T00:00:00Z",133
"Acroneuria hainana","Eukaryota;Animals;Insects","","","PRJNA272051",0.015804,37.3829,"mitochondrion","NC_026104.1/KM199685.1",13,"2015-01-10T00:00:00Z",13
"Acropora aculeus","Eukaryota;Animals;Other Animals","","","PRJNA311879",0.018528,38.2772,"mitochondrion","NC_029251.1/KT001202.1",13,"2016-02-12T00:00:00Z",17
"Acropora aspera","Eukaryota;Animals;Other Animals","","","PRJNA229043",0.018479,38.1189,"mitochondrion","NC_022827.1/KF448532.1",13,"2013-11-19T00:00:00Z",13
"Acropora digitifera","Eukaryota;Animals;Other Animals","","","PRJNA314803",0.018479,38.1406,"mitochondrion","MT:NC_022830.1/",13,"2013-11-19T00:00:00Z",13
"Acropora divaricata","Eukaryota;Animals;Other Animals","","","PRJNA229038",0.018481,38.1527,"mitochondrion","NC_022832.1/KF448537.1",13,"2013-11-19T00:00:00Z",13
"Acropora florida","Eukaryota;Animals;Other Animals","","","PRJNA228993",0.018365,38.0506,"mitochondrion","NC_022828.1/KF448533.1",13,"2013-11-19T00:00:00Z",13
"Acropora horrida","Eukaryota;Animals;Other Animals","","","PRJNA229011",0.01848,38.2035,"mitochondrion","NC_022825.1/KF448530.1",13,"2013-11-19T00:00:00Z",13
"Acropora humilis","Eukaryota;Animals;Other Animals","","","PRJNA229010",0.018479,38.1298,"mitochondrion","NC_022823.1/KF448528.1",13,"2013-11-19T00:00:00Z",13
"Acropora hyacinthus","Eukaryota;Animals;Other Animals","","","PRJNA229005",0.018566,38.145,"mitochondrion","NC_022826.1/KF448531.1",13,"2013-11-19T00:00:00Z",13
"Acropora muricata","Eukaryota;Animals;Other Animals","","","PRJNA229022",0.018481,38.1365,"mitochondrion","NC_022824.1/KF448529.1",13,"2013-11-19T00:00:00Z",13
"Acropora nasuta","Eukaryota;Animals;Other Animals","","","PRJNA228996",0.018481,38.1094,"mitochondrion","NC_022831.1/KF448536.1",13,"2013-11-19T00:00:00Z",13
"Acropora robusta","Eukaryota;Animals;Other Animals","","","PRJNA228999",0.01848,38.1331,"mitochondrion","NC_022833.1/KF448538.1",13,"2013-11-19T00:00:00Z",13
"Acropora tenuis","Eukaryota;Animals;Other Animals","","","PRJNA12036",0.018338,37.9594,"mitochondrion","NC_003522.1/AF338425.1",13,"2002-04-03T00:00:00Z",13
"Acropora valida","Eukaryota;Animals;Other Animals","","","PRJNA550907",0.018385,38.0364,"mitochondrion","NC_042742.1/MH141598.1",13,"2019-06-25T00:00:00Z",17
"Acropora yongei","Eukaryota;Animals;Other Animals","","","PRJNA229044",0.018342,37.9512,"mitochondrion","NC_022829.1/KF448534.1",13,"2013-11-19T00:00:00Z",13
"Acropyga fuhrmanni","Eukaryota;Animals;Insects","","","PRJNA615583",0.015568,18.7243,"mitochondrion","NC_046421.1/MH158405.1",13,"2020-03-26T00:00:00Z",37
"Acropyga goeldii","Eukaryota;Animals;Insects","","","PRJNA615582",0.015673,15.7723,"mitochondrion","NC_046420.1/MH158403.1",13,"2020-03-26T00:00:00Z",37
"Acropyga guianensis","Eukaryota;Animals;Insects","","","PRJNA615581",0.016011,14.7961,"mitochondrion","NC_046422.1/MH158406.1",13,"2020-03-26T00:00:00Z",37
"Acropyga kinomurai","Eukaryota;Animals;Insects","","","PRJNA615580",0.018287,17.0121,"mitochondrion","NC_046423.1/MH158407.1",13,"2020-03-26T00:00:00Z",37
"Acropyga myops","Eukaryota;Animals;Insects","","","PRJNA615579",0.016659,14.8688,"mitochondrion","NC_046424.1/MH158408.1",13,"2020-03-26T00:00:00Z",37
"Acropyga pallida","Eukaryota;Animals;Insects","","","PRJNA615578",0.016886,16.7831,"mitochondrion","NC_046425.1/MH158409.1",13,"2020-03-26T00:00:00Z",37
"Acropyga panamensis","Eukaryota;Animals;Insects","","","PRJNA615434",0.016633,16.7017,"mitochondrion","NC_046426.1/MH158410.1",13,"2020-03-26T00:00:00Z",37
"Acropyga sauteri","Eukaryota;Animals;Insects","","","PRJNA615433",0.016976,16.865,"mitochondrion","NC_046398.1/MH158411.1",13,"2020-03-26T00:00:00Z",37
"Acropyga smithii","Eukaryota;Animals;Insects","","","PRJNA615432",0.015558,19.9254,"mitochondrion","NC_046399.1/MH158413.1",13,"2020-03-26T00:00:00Z",37
"Acrosorium ciliolatum","Eukaryota;Other;Other","","","PRJNA394395",0.176064,25.5208,"chloroplast","NC_035260.1/MF101411.1",206,"2017-07-14T00:00:00Z",240
"Acrossocheilus barbodon","Eukaryota;Animals;Fishes","","","PRJNA217268",0.016596,44.0769,"mitochondrion","NC_022184.1/KF113879.1",13,"2013-08-27T00:00:00Z",13
"Acrossocheilus beijiangensis","Eukaryota;Animals;Fishes","","","PRJNA300807",0.0166,43.8554,"mitochondrion","NC_028206.1/KT428616.1",13,"2015-11-01T00:00:00Z",37
"Acrossocheilus fasciatus","Eukaryota;Animals;Fishes","","","PRJNA236271",0.016589,44.2884,"mitochondrion","NC_023378.1/KF781289.1",13,"2014-01-23T00:00:00Z",13
"Acrossocheilus hemispinus","Eukaryota;Animals;Fishes","","","PRJNA217260",0.01659,44.1471,"mitochondrion","NC_022183.1/KF113878.1",13,"2013-08-27T00:00:00Z",13
"Acrossocheilus iridescens","Eukaryota;Animals;Fishes","","","PRJNA350039",0.016596,44.0648,"mitochondrion","NC_031551.1/AP011242.1",13,"2016-10-21T00:00:00Z",37
"Acrossocheilus jishouensis","Eukaryota;Animals;Fishes","","","PRJNA389034",0.016587,43.7451,"mitochondrion","NC_034917.1/KY131974.1",13,"2017-06-02T00:00:00Z",37
"Acrossocheilus kreyenbergii","Eukaryota;Animals;Fishes","","","PRJNA261181",0.016849,43.4091,"mitochondrion","NC_024844.1/KJ817184.1",13,"2014-09-17T00:00:00Z",13
"Acrossocheilus longipinnis","Eukaryota;Animals;Other Animals","","","PRJNA628215",0.016593,44.0728,"mitochondrion","NC_047455.1/MK296412.1",13,"2020-04-26T00:00:00Z",37
"Acrossocheilus monticola","Eukaryota;Animals;Fishes","","","PRJNA217252",0.016599,44.0448,"mitochondrion","NC_022145.1/KC788747.1",13,"2013-08-27T00:00:00Z",13
"Acrossocheilus paradoxus","Eukaryota;Animals;Fishes","","","PRJNA313573",0.016597,45.1648,"mitochondrion","NC_029453.1/KT991436.1",13,"2016-03-01T00:00:00Z",37
"Acrossocheilus parallens","Eukaryota;Animals;Fishes","","","PRJNA283062",0.016592,44.3346,"mitochondrion","NC_026973.1/KP274878.1",13,"2015-05-05T00:00:00Z",37
"Acrossocheilus spinifer","Eukaryota;Animals;Fishes","","","PRJNA389016",0.016591,44.048,"mitochondrion","NC_034918.1/KY131975.1",13,"2017-06-02T00:00:00Z",37
"Acrossocheilus stenotaeniatus","Eukaryota;Animals;Fishes","","","PRJNA261906",0.016594,44.0882,"mitochondrion","NC_024934.1/KJ909660.1",13,"2014-09-24T00:00:00Z",13
"Acrossocheilus wenchowensis","Eukaryota;Animals;Fishes","","","PRJNA186767",0.016591,43.9817,"mitochondrion","NC_020145.1/KC161586.1",13,"2013-01-17T00:00:00Z",13
"Acrossocheilus wuyiensis","Eukaryota;Animals;Fishes","","","PRJNA389033",0.016594,44.1666,"mitochondrion","NC_034919.1/KY131977.1",13,"2017-06-02T00:00:00Z",37
"Acrossocheilus yunnanensis","Eukaryota;Animals;Fishes","","","PRJNA304817",0.016588,43.9474,"mitochondrion","NC_028527.1/KT756206.1",13,"2015-12-03T00:00:00Z",37
"Acryllium vulturinum","Eukaryota;Animals;Birds","","","PRJNA49353",0.016748,45.8264,"mitochondrion","NC_014180.1/FJ752436.1",13,"2010-05-27T00:00:00Z",13
"Actaea asiatica","Eukaryota;Plants;Land Plants","","","PRJNA532215",0.159638,38.1425,"chloroplast","NC_041525.1/MK569469.1",84,"2019-04-10T00:00:00Z",131
"Actaea dahurica","Eukaryota;Plants;Land Plants","","","PRJNA532214",0.15937,38.1264,"chloroplast","NC_041533.1/MK569481.1",84,"2019-04-10T00:00:00Z",131
"Actaea heracleifolia","Eukaryota;Plants;Land Plants","","","PRJNA541712",0.159578,38.0974,"chloroplast","NC_042253.1/MH539824.1",85,"2019-05-12T00:00:00Z",130
"Actaea vaginata","Eukaryota;Plants;Land Plants","","","PRJNA532212",0.15911,37.9882,"chloroplast","NC_041543.1/MK569499.1",84,"2019-04-10T00:00:00Z",131
"Actias luna","Eukaryota;Animals;Insects","","","PRJNA608345",0.015259,21.2661,"mitochondrion","NC_045899.1/MN832537.1",13,"2020-02-24T00:00:00Z",37
"Actias selene","Eukaryota;Animals;Insects","","","PRJNA170301",0.015236,21.0882,"mitochondrion","NC_018133.1/JX186589.1",13,"2012-07-10T00:00:00Z",13
"Actinia equina","Eukaryota;Animals;Other Animals","","","PRJNA508191",0.02069,38.9802,"mitochondrion","NC_039929.1/MH545699.1",14,"2018-12-03T00:00:00Z",18
"Actinia tenebrosa","Eukaryota;Animals;Other Animals","","","PRJNA590223",0.020691,38.9783,"mitochondrion","MT:NC_044902.1/",13,"2019-09-26T00:00:00Z",17
"Actinidia arguta","Eukaryota;Plants;Land Plants","","","PRJNA388997",0.156484,37.2319,"chloroplast","NC_034913.1/KY100978.1",84,"2017-06-02T00:00:00Z",131
"Actinidia callosa var. henryi","Eukaryota;Plants;Land Plants","","","PRJNA553961",0.156826,37.196,"chloroplast","NC_043861.1/MK088177.1",83,"2019-07-22T00:00:00Z",128
"Actinidia chinensis","Eukaryota;Plants;Land Plants","","","PRJNA278535",0.156346,37.1963,"chloroplast","NC_026690.1/KP297242.1",83,"2015-03-27T00:00:00Z",131
"Actinidia deliciosa","Eukaryota;Plants;Land Plants","","","PRJNA278534",0.156741,37.1613,"chloroplast","NC_026691.1/KP297244.1",83,"2015-03-20T00:00:00Z",130
"Actinidia eriantha","Eukaryota;Plants;Land Plants","","","PRJNA389087",0.156964,37.1901,"chloroplast","NC_034914.1/KY100979.1",84,"2017-06-02T00:00:00Z",131
"Actinidia kolomikta","Eukaryota;Plants;Land Plants","","","PRJNA389086",0.157425,37.1834,"chloroplast","NC_034915.1/KY100980.1",84,"2017-06-02T00:00:00Z",132
"Actinidia lanceolata","Eukaryota;Plants;Land Plants","","","PRJNA615470",0.15639,37.2511,"chloroplast","NC_046507.1/MK370725.1",84,"2020-03-26T00:00:00Z",130
"Actinidia polygama","Eukaryota;Plants;Land Plants","","","PRJNA344277",0.156583,37.2454,"chloroplast","NC_031186.1/KX345297.1",83,"2016-09-23T00:00:00Z",131
"Actinidia rufa","Eukaryota;Plants;Land Plants","","","PRJNA508128",0.156543,37.2307,"chloroplast","NC_039973.1/MF980719.1",84,"2018-12-03T00:00:00Z",133
"Actinidia tetramera","Eukaryota;Plants;Land Plants","","","PRJNA344077",0.157659,37.0331,"chloroplast","NC_031187.1/KX345298.1",83,"2016-09-23T00:00:00Z",131
"Actinidia zhejiangensis","Eukaryota;Plants;Land Plants","","","PRJNA615469",0.156717,37.167,"chloroplast","NC_046477.1/MK318825.1",81,"2020-03-26T00:00:00Z",127
"Actinocyclus subtilis","Eukaryota;Other;Other","","","PRJNA479085",0.11912,29.4199,"chloroplast","NC_038000.1/MG755799.1",138,"2018-07-05T00:00:00Z",170
"Actinodaphne lancifolia","Eukaryota;Plants;Land Plants","","","PRJNA594682",0.152728,39.1159,"chloroplast","NC_045251.1/MG581436.1",81,"2019-12-12T00:00:00Z",128
"Aculamprotula scripta","Eukaryota;Animals;Other Animals","","","PRJNA600913",0.015688,37.092,"mitochondrion","NC_045529.1/MF991456.1",13,"2020-01-13T00:00:00Z",37
"Aculamprotula tientsinensis","Eukaryota;Animals;Other Animals","","","PRJNA311787",0.015695,36.7442,"mitochondrion","NC_029210.1/KR873102.1",14,"2016-02-12T00:00:00Z",38
"Acuticosta chinensis","Eukaryota;Animals;Other Animals","","","PRJNA546380",0.015652,34.2704,"mitochondrion","NC_042472.1/MH919390.1",13,"2019-06-06T00:00:00Z",37
